tweet_id,text,rating_numerator,rating_denominator,name,type,p1,p1_conf,p2,p2_conf,p3,p3_conf,retweet_count,favorite_count,created_at
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,,Pembroke,0.809197,Rhodesian_ridgeback,0.05495,beagle,0.0389148,14789,58787,2017-07-19 00:47:34
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,,,Samoyed,0.733942,Eskimo_dog,0.0350295,Staffordshire_bullterrier,0.0297047,4907,26235,2017-07-18 00:07:08
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,,Chihuahua,0.793469,toy_terrier,0.143528,can_opener,0.0322529,6203,29633,2017-07-17 16:17:36
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,,kuvasz,0.309706,Great_Pyrenees,0.186136,Dandie_Dinmont,0.0863463,2585,10244,2017-07-16 23:58:41
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,French_bulldog,0.999201,Chihuahua,0.000361178,Boston_bull,7.55616e-05,2586,18061,2017-07-15 23:25:31
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,,Blenheim_spaniel,0.972494,Shih-Tzu,0.00663012,Bernese_mountain_dog,0.00623915,5521,27895,2017-07-14 22:10:11
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,,pug,0.369275,Labrador_retriever,0.265835,kuvasz,0.134697,5244,30785,2017-07-13 15:58:47
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,,,malamute,0.8124819999999999,Siberian_husky,0.0717125,Eskimo_dog,0.0557697,3615,18743,2017-07-12 16:03:00
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,,Italian_greyhound,0.259916,American_Staffordshire_terrier,0.198451,Staffordshire_bullterrier,0.127725,14759,65713,2017-07-12 00:01:00
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,,chow,0.822103,Norwich_terrier,0.106075,Norfolk_terrier,0.0373485,4585,23752,2017-07-11 20:47:12
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,,pug,0.5464060000000001,French_bulldog,0.404291,Brabancon_griffon,0.0440019,3841,20764,2017-07-11 00:00:02
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,,,Pembroke,0.993225,Cardigan,0.00321648,Chihuahua,0.00208089,4730,23228,2017-07-10 15:58:53
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,German_shepherd,0.707046,malinois,0.199396,Norwegian_elkhound,0.0491476,2464,17455,2017-07-09 21:29:42
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,,Doberman,0.610946,miniature_pinscher,0.299603,kelpie,0.0630203,2812,18640,2017-07-09 00:00:04
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.215172413793104,10.0,Bella,,golden_retriever,0.943082,Labrador_retriever,0.032409,kuvasz,0.00550072,8115,39122,2017-07-08 00:28:19
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,floofer,chow,0.987997,Tibetan_mastiff,0.00709872,Newfoundland,0.00214033,3024,19422,2017-07-07 16:22:55
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,,,golden_retriever,0.949562,Labrador_retriever,0.0459479,kuvasz,0.00247094,5444,31679,2017-07-07 00:17:54
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,,Eskimo_dog,0.4667779999999999,Siberian_husky,0.406044,dingo,0.0734143999999999,3192,20443,2017-07-06 15:58:11
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,pupper,Labrador_retriever,0.85005,Chesapeake_Bay_retriever,0.074257,flat-coated_retriever,0.0155793999999999,4036,24183,2017-07-06 00:46:41
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,,Pembroke,0.542982,Chihuahua,0.251988,Cardigan,0.107699,4973,23967,2017-07-05 15:48:34
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,,golden_retriever,0.762211,Labrador_retriever,0.0989848999999999,cocker_spaniel,0.0171995,9451,38294,2017-07-04 16:01:23
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,,Weimaraner,0.291539,Chesapeake_Bay_retriever,0.278966,koala,0.127017,2798,20881,2017-07-03 16:04:48
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,,Saluki,0.529012,Afghan_hound,0.250003,golden_retriever,0.160739,8793,43360,2017-07-03 00:11:11
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,,,Pembroke,0.791416,Norwich_terrier,0.0613929,Chihuahua,0.0337257,3156,18240,2017-06-30 19:35:32
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,,golden_retriever,0.913255,Labrador_retriever,0.0263286,cocker_spaniel,0.00937082,5133,24407,2017-06-29 16:39:47
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,,,miniature_pinscher,0.120298,Rhodesian_ridgeback,0.106395,beagle,0.106073,3590,23662,2017-06-28 16:09:20
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,,basset,0.813507,beagle,0.146654,cocker_spaniel,0.00948502,2879,19188,2017-06-28 00:42:13
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,,German_short-haired_pointer,0.479896,vizsla,0.1243529999999999,bath_towel,0.0733202,2591,20146,2017-06-27 00:10:17
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,,English_springer,0.383404,Boston_bull,0.134967,Cardigan,0.110481,36806,90689,2017-06-26 19:07:24
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,,vizsla,0.960513,miniature_pinscher,0.00943065,American_Staffordshire_terrier,0.0087113,2206,16329,2017-06-25 16:07:47
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,puppo,Italian_greyhound,0.734684,whippet,0.1504869999999999,Ibizan_hound,0.0397246,3374,16634,2017-06-25 00:45:22
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,,basset,0.32042,collie,0.215975,Appenzeller,0.1285069999999999,1054,6594,2017-06-23 16:00:04
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,,French_bulldog,0.839097,Boston_bull,0.0787993999999999,toy_terrier,0.0152433999999999,5629,36029,2017-06-23 01:10:23
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,,Chesapeake_Bay_retriever,0.8379559999999999,Labrador_retriever,0.0620342,Weimaraner,0.0405991,15541,67647,2017-06-22 03:54:17
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,,basset,0.995368,Welsh_springer_spaniel,0.00193621,bathtub,0.000467919,3110,19372,2017-06-21 15:58:08
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,,Saluki,0.5099670000000001,Italian_greyhound,0.0904973,golden_retriever,0.0794058,4272,23549,2017-06-21 00:06:44
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,,Pembroke,0.93112,Cardigan,0.0686982,basenji,8.17379e-05,4542,23262,2017-06-20 16:29:50
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,pupper,bloodhound,0.575751,redbone,0.24097,Tibetan_mastiff,0.0889348,2764,17730,2017-06-19 16:24:33
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,,golden_retriever,0.874566,Irish_terrier,0.0373542,chow,0.0167235999999999,1964,16122,2017-06-18 16:57:37
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,,Bernese_mountain_dog,0.534327,Saint_Bernard,0.346312,Greater_Swiss_Mountain_dog,0.0949327,3849,24015,2017-06-17 16:52:05
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,,Labrador_retriever,0.799551,Chesapeake_Bay_retriever,0.179975,vizsla,0.0046176,3522,21528,2017-06-16 16:11:53
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,,Siberian_husky,0.245048,Pembroke,0.223716,dingo,0.160753,4094,18920,2017-06-15 00:13:52
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,,,West_Highland_white_terrier,0.7143189999999999,Siberian_husky,0.0919133,Great_Pyrenees,0.0460381999999999,3902,21921,2017-06-14 16:04:48
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,,Labrador_retriever,0.836052,Staffordshire_bullterrier,0.0470690999999999,beagle,0.0360071,3856,23890,2017-06-13 17:29:20
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,pupper,cocker_spaniel,0.437216,miniature_poodle,0.2771909999999999,toy_poodle,0.157402,3421,22379,2017-06-12 16:06:11
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,,,flat-coated_retriever,0.8321770000000001,black-and-tan_coonhound,0.0404369,Newfoundland,0.0282283,3325,19497,2017-06-12 00:15:36
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,puppo,Cardigan,0.806674,Pembroke,0.116622,kelpie,0.0491819,8443,29319,2017-06-11 21:18:31
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,,,Newfoundland,0.678537,Tibetan_mastiff,0.244022,chow,0.0485295,3284,20801,2017-06-10 16:39:04
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,pupper,vizsla,0.6197819999999999,bloodhound,0.338069,Chesapeake_Bay_retriever,0.0126763,1311,6167,2017-06-09 16:22:42
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,,doggo,Labrador_retriever,0.476913,Chesapeake_Bay_retriever,0.174145,German_short-haired_pointer,0.0928614,4487,23475,2017-06-09 00:02:31
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,,,pug,0.99912,French_bulldog,0.00055192,bull_mastiff,7.28904e-05,3112,12746,2017-06-08 14:20:41
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,,cocker_spaniel,0.513191,Sussex_spaniel,0.159088,standard_poodle,0.149509,3011,17777,2017-06-08 01:06:27
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,,,Pembroke,0.931861,Cardigan,0.0377211999999999,Chihuahua,0.0119667,7559,35092,2017-06-07 16:14:40
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,,Shetland_sheepdog,0.969171,collie,0.0182607,Pomeranian,0.00851534,9104,32232,2017-06-06 00:01:46
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,pupper,Labrador_retriever,0.921393,golden_retriever,0.064608,bloodhound,0.00338337,2921,17400,2017-06-05 16:15:56
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,doggo,komondor,0.974781,briard,0.0200412999999999,swab,0.00322824,2887,17429,2017-06-04 23:56:03
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,,Pembroke,0.945495,Cardigan,0.0458755,beagle,0.00432943,2160,10608,2017-06-02 15:00:16
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,,golden_retriever,0.841001,Great_Pyrenees,0.0992784,Labrador_retriever,0.0326213,22245,71555,2017-06-01 20:18:38
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,10.0,Rumble,,Greater_Swiss_Mountain_dog,0.6227520000000001,Appenzeller,0.158463,EntleBucher,0.148115,3494,18973,2017-06-01 16:00:09
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13.0,10.0,Dewey,,Pembroke,0.980148,Cardigan,0.0192711,malamute,0.00013626,8523,36851,2017-05-31 04:27:59
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13.0,10.0,Stanley,,Pembroke,0.993449,Cardigan,0.00632508,Chihuahua,0.000177598,5306,24390,2017-05-30 23:51:58
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12.0,10.0,Scout,doggo,Chihuahua,0.955156,toy_terrier,0.00805373,muzzle,0.00629563,2592,13764,2017-05-30 16:49:31
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13.0,10.0,Gizmo,,Pembroke,0.664181,Chihuahua,0.169234,Cardigan,0.1327,3145,17665,2017-05-29 16:24:37
868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13.0,10.0,,,Labrador_retriever,0.868107,Great_Pyrenees,0.060973,Saint_Bernard,0.0334889,4386,23009,2017-05-28 00:18:35
868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12.0,10.0,Cooper,,whippet,0.378151,Italian_greyhound,0.275935,American_Staffordshire_terrier,0.0949906,1714,8710,2017-05-27 19:39:34
867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12.0,10.0,,,Labrador_retriever,0.522644,kuvasz,0.332461,dalmatian,0.0320081,3513,21047,2017-05-26 00:29:37
867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13.0,10.0,Harold,,Border_collie,0.661953,Cardigan,0.175718,collie,0.0871424,6159,29553,2017-05-25 16:10:44
867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12.0,10.0,Shikha,puppo,Eskimo_dog,0.6164569999999999,Siberian_husky,0.38133,malamute,0.00167022,2089,13958,2017-05-24 16:44:18
867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13.0,10.0,,,Samoyed,0.4714029999999999,Pekinese,0.302219,Pomeranian,0.156606,6693,27982,2017-05-23 16:16:06
866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12.0,10.0,Lili,,flat-coated_retriever,0.51473,groenendael,0.306407,curly-coated_retriever,0.0613140999999999,2920,16710,2017-05-22 16:06:55
866450705531457537,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13.0,10.0,Jamesy,pupper,French_bulldog,0.905334,Boston_bull,0.0780597,pug,0.00177092,29680,106145,2017-05-22 00:28:40
866334964761202691,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12.0,10.0,Coco,,Samoyed,0.984086,Pomeranian,0.00791928,keeshond,0.00332813,12044,45491,2017-05-21 16:48:45
865718153858494464,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13.0,10.0,Boomer,,golden_retriever,0.673664,kuvasz,0.157523,Labrador_retriever,0.126073,4747,22290,2017-05-19 23:57:46
865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13.0,10.0,Sammy,,Chesapeake_Bay_retriever,0.832435,Labrador_retriever,0.163551,Weimaraner,0.00277025,4211,23013,2017-05-19 00:12:11
865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13.0,10.0,Nelly,,Pembroke,0.989882,Cardigan,0.00990646,basenji,0.000134952,6567,24431,2017-05-18 00:50:50
864279568663928832,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12.0,10.0,Meatball,,bull_mastiff,0.668613,French_bulldog,0.180562,Staffordshire_bullterrier,0.0522374,2539,12726,2017-05-16 00:41:21
